codigo	divisao	denominacao	ate100	100a200	200a400	acima400	usoate100	uso100a200	uso200a400	usoacima400
22.12-9-00	FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO	Reforma de pneumáticos usados	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
23.11-7-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de vidro plano e de segurança	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.12-5-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de embalagens de vidro	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.19-2-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de artigos de vidro	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-01	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-02	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de artefatos de cimento para uso na construção	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-03	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de artefatos de fibrocimento para uso na construção	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-04	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de casas pré-moldadas de concreto	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-05	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Preparação de massa de concreto e argamassa para construção	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.30-3-99	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.41-9-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de produtos cerâmicos refratários	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.42-7-01	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de azulejos e pisos	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.42-7-02	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.49-4-01	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de material sanitário de cerâmica	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.49-4-99	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de produtos cerâmicos não refratários não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I4	I4	I4
23.20-6-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de cimento	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.91-5-01	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Britamento de pedras, exceto associado à extração	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.91-5-02	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Aparelhamento de pedras para construção, exceto associado à extração	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.91-5-03	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.92-3-00	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de cal e gesso	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.99-1-02	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de abrasivos	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.99-1-99	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Fabricação de outros produtos de minerais não metálicos não especificados anteriormente	Alto	Alto	Alto	Alto	I4	I4	I4	I4
23.99-1-01	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS	Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal	Baixo	Baixo	Médio	Alto	I1	I2	I2	I3
24.11-3-00	METALURGIA	Produção de ferro-gusa	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.12-1-00	METALURGIA	Produção de ferroligas	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.21-1-00	METALURGIA	Produção de semiacabados de aço	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.22-9-01	METALURGIA	Produção de laminados planos de aço ao carbono, revestidos ou não	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.22-9-02	METALURGIA	Produção de laminados planos de aços especiais	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.23-7-01	METALURGIA	Produção de tubos de aço sem costura	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.23-7-02	METALURGIA	Produção de laminados longos de aço, exceto tubos	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.24-5-01	METALURGIA	Produção de arames de aço	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.24-5-02	METALURGIA	Produção de relaminados, trefilados e perfilados de aço, exceto arames	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.31-8-00	METALURGIA	Produção de tubos de aço com costura	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.39-3-00	METALURGIA	Produção de outros tubos de ferro e aço	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.41-5-01	METALURGIA	Produção de alumínio e suas ligas em formas primárias	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.41-5-02	METALURGIA	Produção de laminados de alumínio	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.42-3-00	METALURGIA	Metalurgia dos metais preciosos	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.43-1-00	METALURGIA	Metalurgia do cobre	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.49-1-01	METALURGIA	Produção de zinco em formas primárias	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.49-1-02	METALURGIA	Produção de laminados de zinco	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.49-1-03	METALURGIA	Fabricação de ânodos para galvanoplastia	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.49-1-99	METALURGIA	Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.51-2-00	METALURGIA	Fundição de ferro e aço	Alto	Alto	Alto	Alto	I1	I2	I2	I3
24.52-1-00	METALURGIA	Fundição de metais não ferrosos e suas ligas	Alto	Alto	Alto	Alto	I1	I2	I2	I3
25.11-0-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de estruturas metálicas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.12-8-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de esquadrias de metal	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.13-6-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de obras de caldeiraria pesada	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.21-7-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.22-5-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.31-4-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Produção de forjados de aço	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.31-4-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Produção de forjados de metais não ferrosos e suas ligas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.32-2-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Produção de artefatos estampados de metal	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.32-2-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Metalurgia do pó	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.41-1-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de artigos de cutelaria	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.42-0-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de artigos de serralheria, exceto esquadrias	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.43-8-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de ferramentas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.91-8-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de embalagens metálicas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.92-6-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de produtos de trefilados de metal padronizados	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.92-6-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de produtos de trefilados de metal, exceto padronizados	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.93-4-00	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de artigos de metal para uso doméstico e pessoal	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.99-3-99	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de outros produtos de metal não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
25.39-0-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Serviços de usinagem, torneiria e solda	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
25.99-3-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Serviços de confecção de armações metálicas para a construção	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
25.99-3-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Serviço de corte e dobra de metais	Médio	Médio	Médio	Alto	CS1	CS2	CS2	CS3
25.39-0-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Serviços de tratamento e revestimento em metais	Alto	Alto	Médio	Alto	CS1	CS2	CS2	CS3
25.50-1-01	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de equipamento bélico pesado, exceto veículos militares de combate	Alto	Alto	Alto	Alto	I4	I4	I4	I4
25.50-1-02	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS	Fabricação de armas de fogo, outras armas e munições	Alto	Alto	Alto	Alto	I4	I4	I4	I4
26.10-8-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de componentes eletrônicos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.21-3-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de equipamentos de informática	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.22-1-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de periféricos para equipamentos de informática	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.31-1-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de equipamentos transmissores de comunicação, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.32-9-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.40-0-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.51-5-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de aparelhos e equipamentos de medida, teste e controle	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.52-3-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de cronômetros e relógios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.70-1-01	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de equipamentos e instrumentos ópticos, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.70-1-02	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.80-9-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de mídias virgens, magnéticas e ópticas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
26.60-4-00	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS	Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação	Alto	Alto	Alto	Alto	I1	I2	I2	I3
27.10-4-01	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de geradores de corrente contínua e alternada, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.10-4-02	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.10-4-03	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de motores elétricos, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.31-7-00	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.32-5-00	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de material elétrico para instalações em circuito de consumo	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.33-3-00	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de fios, cabos e condutores elétricos isolados	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.40-6-01	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de lâmpadas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.40-6-02	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de luminárias e outros equipamentos de iluminação	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.51-1-00	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.59-7-01	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.59-7-99	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.90-2-01	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.90-2-02	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de equipamentos para sinalização e alarme	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.90-2-99	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente	Médio	Médio	Alto	Alto	I1	I2	I2	I3
27.21-0-00	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores	Alto	Alto	Alto	Alto	I4	I4	I4	I4
27.22-8-01	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Fabricação de baterias e acumuladores para veículos automotores	Alto	Alto	Alto	Alto	I4	I4	I4	I4
27.22-8-02	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS	Recondicionamento de baterias e acumuladores para veículos automotores	Alto	Alto	Alto	Alto	CS1	CS2	CS2	CS3
28.11-9-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.12-7-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.13-5-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.14-3-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de compressores para uso industrial, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.14-3-02	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de compressores para uso não industrial, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.15-1-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de rolamentos para fins industriais	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.15-1-02	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.21-6-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.21-6-02	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.22-4-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.22-4-02	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.23-2-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.24-1-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.24-1-02	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.25-9-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.29-1-01	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.29-1-99	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.31-3-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de tratores agrícolas, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.32-1-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de equipamentos para irrigação agrícola, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.33-0-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.40-2-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas-ferramenta, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.51-8-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.52-6-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.53-4-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de tratores, peças e acessórios, exceto agrícolas	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.54-2-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.61-5-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.62-3-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.63-1-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.64-0-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.65-8-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.66-6-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
28.69-1-00	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS	Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.10-7-01	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de automóveis, camionetas e utilitários	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.10-7-02	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de chassis com motor para automóveis, camionetas e utilitários	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.10-7-03	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de motores para automóveis, camionetas e utilitários	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.20-4-01	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de caminhões e ônibus	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.20-4-02	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de motores para caminhões e ônibus	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.30-1-01	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de cabines, carrocerias e reboques para caminhões	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.30-1-02	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de carrocerias para ônibus	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.30-1-03	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.41-7-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de peças e acessórios para o sistema motor de veículos automotores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
29.42-5-00	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS	Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores	Médio	Médio	Alto	Alto	I1	I2	I2	I3
